date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:10:31	38184/38184	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20Feb%202023%2012:07:20%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20230221040720.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20230221040720.jpg	(from https://doctortap.az/clinic_list/az)
19:10:31	17414/17414	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Mar%202023%2013:23:19%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20230313052319.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20230313052319.jpg	(from https://doctortap.az/clinic_list/az)
19:10:31	11771/11771	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Apr%202023%2009:00:48%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20230411010048.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20230411010048.jpg	(from https://doctortap.az/clinic_list/az)
19:10:32	112650/112650	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Apr%202023%2009:07:08%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20230411010708.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20230411010708.jpg	(from https://doctortap.az/clinic_list/az)
19:10:32	7746/7746	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Apr%202023%2009:08:40%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20230411010840.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20230411010840.jpg	(from https://doctortap.az/clinic_list/az)
19:10:32	9321/9321	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Apr%202023%2009:10:00%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20230411011000.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20230411011000.jpg	(from https://doctortap.az/clinic_list/az)
19:10:32	2913/2913	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Apr%202023%2009:13:10%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20230411011310.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20230411011310.jpg	(from https://doctortap.az/clinic_list/az)
19:10:32	23791/23791	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Aug%202022%2007:23:00%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20220827112259.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20220827112259.jpg	(from https://doctortap.az/clinic_list/az)
19:10:33	23680/23680	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Aug%202022%2007:17:56%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20220827111756.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20220827111756.jpg	(from https://doctortap.az/clinic_list/az)
19:10:33	14719/14719	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202019%2006:34:16%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20190108073416.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20190108073416.jpg	(from https://doctortap.az/clinic_list/az)
19:10:33	49560/49560	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Oct%202019%2010:56:56%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20191028025656.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20191028025656.jpg	(from https://doctortap.az/clinic_list/az)
19:10:33	57218/57218	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Oct%202019%2011:56:44%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20191028035644.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20191028035644.jpg	(from https://doctortap.az/clinic_list/az)
19:10:33	19260/19260	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Oct%202019%2006:36:56%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20191029103655.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20191029103655.jpg	(from https://doctortap.az/clinic_list/az)
19:10:34	8254/8254	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Dec%202021%2015:11:18%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20211209123353.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20211209123353.jpg	(from https://doctortap.az/clinic_list/az)
19:10:34	27325/27325	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Jan%202018%2018:35:12%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20161122081454.png	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20161122081454.png	(from https://doctortap.az/clinic_list/az)
19:10:35	55932/55932	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Oct%202019%2006:21:56%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20191029102156.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20191029102156.jpg	(from https://doctortap.az/clinic_list/az)
19:10:35	4816/4816	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Dec%202021%2015:10:30%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20211209124745.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20211209124745.jpg	(from https://doctortap.az/clinic_list/az)
19:10:36	37298/37298	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Oct%202019%2011:19:40%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20191028031939.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20191028031939.jpg	(from https://doctortap.az/clinic_list/az)
19:10:36	11050/11050	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Nov%202018%2013:01:48%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20181115020148.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20181115020148.jpg	(from https://doctortap.az/clinic_list/az)
19:10:36	3003/3003	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Dec%202021%2015:11:16%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20211209115015.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20211209115015.jpg	(from https://doctortap.az/clinic_list/az)
19:10:36	24712/24712	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Oct%202019%2014:16:40%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20191028061640.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20191028061640.jpg	(from https://doctortap.az/clinic_list/az)
19:10:36	34471/34471	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Jan%202018%2018:35:12%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20161116073849.png	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20161116073849.png	(from https://doctortap.az/clinic_list/az)
19:10:37	19437/19437	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Oct%202019%2010:52:54%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20191028025253.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20191028025253.jpg	(from https://doctortap.az/clinic_list/az)
19:10:37	24110/24110	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Dec%202021%2015:10:46%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20211209010731.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20211209010731.jpg	(from https://doctortap.az/clinic_list/az)
19:10:37	62303/62303	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Dec%202021%2015:10:34%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20211208040752.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20211208040752.jpg	(from https://doctortap.az/clinic_list/az)
19:10:37	36179/36179	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Mar%202023%2010:18:20%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20230314021820.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20230314021820.jpg	(from https://doctortap.az/clinic_list/az)
19:10:37	6625/6625	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Dec%202021%2015:10:36%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20211208041235.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20211208041235.jpg	(from https://doctortap.az/clinic_list/az)
19:10:38	96105/96105	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Oct%202019%2006:43:34%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20191029104333.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20191029104333.jpg	(from https://doctortap.az/clinic_list/az)
19:10:38	72853/72853	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Oct%202019%2014:19:22%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20191028061922.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20191028061922.jpg	(from https://doctortap.az/clinic_list/az)
19:10:38	12263/12263	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Dec%202021%2015:11:14%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20211209112011.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20211209112011.jpg	(from https://doctortap.az/clinic_list/az)
19:10:38	301400/301400	---M--	200	added ('OK')	image/jpeg	date:Wed,%2017%20Oct%202018%2012:30:08%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20181017023007.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20181017023007.jpg	(from https://doctortap.az/clinic_list/az)
19:10:39	15710/15710	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Feb%202023%2007:03:58%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20230203110358.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20230203110358.jpg	(from https://doctortap.az/clinic_list/az)
19:10:39	8495/8495	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Dec%202021%2015:10:32%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20211208013514.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20211208013514.jpg	(from https://doctortap.az/clinic_list/az)
19:10:39	34714/34714	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Oct%202019%2010:50:24%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20191029025023.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20191029025023.jpg	(from https://doctortap.az/clinic_list/az)
19:10:39	13302/13302	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Oct%202019%2011:12:40%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20191028031239.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20191028031239.jpg	(from https://doctortap.az/clinic_list/az)
19:10:39	11933/11933	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Oct%202019%2008:51:54%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20191029125153.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20191029125153.jpg	(from https://doctortap.az/clinic_list/az)
19:10:40	47709/47709	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Oct%202019%2011:16:02%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20191028031602.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20191028031602.jpg	(from https://doctortap.az/clinic_list/az)
19:10:40	7297/7297	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202019%2007:44:38%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20190108084438.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20190108084438.jpg	(from https://doctortap.az/clinic_list/az)
19:10:40	13265/13265	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Feb%202023%2007:47:44%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20230211114743.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20230211114743.jpg	(from https://doctortap.az/clinic_list/az)
19:10:40	8022/8022	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Dec%202021%2015:11:14%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20211209112509.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20211209112509.jpg	(from https://doctortap.az/clinic_list/az)
19:10:40	29185/29185	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Aug%202022%2007:25:20%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20220827112520.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20220827112520.jpg	(from https://doctortap.az/clinic_list/az)
19:10:41	32814/32814	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Oct%202019%2008:55:58%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20191029125557.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20191029125557.jpg	(from https://doctortap.az/clinic_list/az)
19:10:41	3967/3967	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202019%2006:49:16%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20190108074916.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20190108074916.jpg	(from https://doctortap.az/clinic_list/az)
19:10:41	6497/6497	---M--	200	added ('OK')	image/jpeg	date:Sun,%2020%20Jan%202019%2017:30:08%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20190120063008.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20190120063008.jpg	(from https://doctortap.az/clinic_list/az)
19:10:41	40239/40239	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Oct%202019%2011:34:38%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20191028033437.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20191028033437.jpg	(from https://doctortap.az/clinic_list/az)
19:10:41	29098/29098	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Oct%202019%2008:47:40%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20191029124740.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20191029124740.jpg	(from https://doctortap.az/clinic_list/az)
19:10:42	16725/16725	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Aug%202022%2007:31:56%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20220827113156.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20220827113156.jpg	(from https://doctortap.az/clinic_list/az)
19:10:43	60096/60096	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Dec%202021%2015:11:08%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20211209041819.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20211209041819.jpg	(from https://doctortap.az/clinic_list/az)
19:10:43	32073/32073	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Jun%202022%2010:34:40%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20220609023439.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20220609023439.jpg	(from https://doctortap.az/clinic_list/az)
19:10:43	41469/41469	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Dec%202021%2015:11:04%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20211209035822.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20211209035822.jpg	(from https://doctortap.az/clinic_list/az)
19:10:43	32152/32152	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Feb%202023%2010:56:38%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20230213025638.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20230213025638.jpg	(from https://doctortap.az/clinic_list/az)
19:10:44	38557/38557	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Dec%202021%2015:10:50%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20211209023723.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20211209023723.jpg	(from https://doctortap.az/clinic_list/az)
